IMDB,ID,Title,Genre,Tags,Director,Cast,Language,Rating
0069084,139749,Pickup on 101 (1972) ,['Drama'],"['flowerbed', 'gasoline station', 'lawn mowing', 'mechanic', 'pepsi cola']",John Florea,"['Jack Albertson', 'Lesley Ann Warren', 'Martin Sheen', 'Hal Baylor', 'George Chandler', 'Robert Donner', 'Eddie Firestone', 'William Lally', 'William Mims', 'Michael Ontkean', 'Mike Road', 'Don Spruance', 'Harold J. Stone', 'Buck Young', 'Peggy Stewart']",English,6.2
1634524,139751,Órói (2010) ,"['Drama', 'Romance']","['gay teenager', 'kiss', 'teen party', 'teen bedroom', 'teen suicide']",Baldvin Zophoníasson,"['Atli Oskar Fjalarsson', 'Ilva Holmes', 'Gísli Örn Garðarsson', 'Birna Rún Eiríksdóttir', 'Lilja Guðrún Þorvaldsdóttir', 'Elías Helgi Kofoed-Hansen', 'Haraldur Stefansson', 'María Birta', 'Ingibjörg Reynisdóttir', 'Þorsteinn Bachmann', 'Vilhelm Þór Neto', 'Kristín Pétursdóttir', 'Árni Gestur Sigfússon', 'Saga Líf Friðriksdóttir', 'Jökull Logi Arnarsson']",Icelandic,6.8
1444680,139753,Bruc. La llegenda (2010) ,"['Drama', 'History', 'War']","['army', 'french', 'hunt', 'saber', 'boar']",Daniel Benmayor,"['Juan José Ballesta', 'Vincent Perez', 'Astrid Bergès-Frisbey', 'Santi Millán', 'Nicolas Giraud', 'Moussa Maaskri', 'Jérôme Le Banner', 'Justin Blanckaert', 'Francesc Albiol', 'Blai Llopis', 'Albert Vidal', 'Marcel Borràs', 'Cristina Cervià', 'Jordi Coromina', 'Joan Bentallé']",Catalan,5.6
0044378,139755,Venetian Bird (1952) ,"['Crime', 'Mystery', 'Thriller']","['1950s', 'political assassination', 'sniper rifle', 'tailing someone', 'canal']",Ralph Thomas,"['Richard Todd', 'Eva Bartok', 'John Gregson', 'George Coulouris', 'Margot Grahame', 'Walter Rilla', 'John Bailey', 'Sidney James', 'Martin Boddey', 'Michael Balfour', 'Sydney Tafler', 'Miles Malleson', 'Eric Pohlmann', 'David Hurst', 'Raymond Young']",English,6.4
3518012,139757,Best of Enemies (2015) ,"['Documentary', 'Biography', 'History']","['year 1968', 'debate', 'intellectual', 'politics', 'television']",Robert Gordon,"['Gore Vidal', 'William F. Buckley', 'Todd Gitlin', 'Brooke Gladstone', 'Richard Wald', 'William Sheehan', 'Frank Rich', 'Sam Tanenhaus', 'Patricia Buckley', 'Lee Edwards', 'Reid Buckley', 'Linda Bridges', 'Fred Kaplan', 'Matt Tyrnauer', 'Sam Donaldson']",English,7.6
4060576,139759,Lavalantula (2015) ,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']","['giant spider', 'family man', 'tremor', 'shaker', 'shotgun']",Mike Mendez,"['Steve Guttenberg', 'Nia Peeples', 'Patrick Renna', 'Carlos Bernard', 'Michael Winslow', 'Marion Ramsey', 'Leslie Easterbrook', 'Ralph Garman', 'Danny Woodburn', 'Noah Hunt', 'Diana Hopper', 'Time Winters', 'Ian Ziering', 'Leigh Whannell', 'Zac Goodspeed']",English,4.5
3292154,139761,Sharktopus vs. Whalewolf (2015) ,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']","['psychotronic film', 'shark', 'boat', 'funeral', 'coffin']",Kevin O'Neill,"['Casper Van Dien', 'Catherine Oxenberg', 'Jennifer Wenger', 'Akari Endo', 'Sarodj Bertin', 'Bruna Rubio', 'Olga Valdez', 'Amanda Philipson', 'Keisha Shadè Akinyemi', 'Andrew E. Tilles', 'Claudia Moncada', 'Mar Flores', 'Patrick Denver', 'Patricia Soriano', 'Mario Ceara']",English,3.2
0059163,139763,A Falecida (1965) ,['Drama'],"['coffin', 'brazil', 'dying wish', 'adultery', 'based on play']",Leon Hirszman,"['Fernanda Montenegro', 'Paulo Gracindo', 'Ivan Cândido', 'Nelson Xavier', 'Joel Barcellos', 'Dinorah Brillanti', 'Hugo Carvana', 'Lucy Costa', 'Eduardo Coutinho', 'Billy Davis', 'Oswaldo Ferreira', 'Lurdes Freitas', 'Zé Keti', 'Vanda Lacerda', 'Glória Ladany']",Portuguese,7.3
4157510,139765,For Here or to Go? (2015) ,"['Comedy', 'Drama']","['immigration', 'cultural differences', 'question mark in title', 'question in title', 'immigrant']",Rucha Humnabadkar,"['Ali Fazal', 'Melanie Chandra', 'Rajit Kapur', 'Amitosh Nagpal', 'Omi Vaidya', 'Samrat Chakrabarti', 'Keith Stevenson', 'Apo W. Bazidi', 'Damien Chen', 'Alan Coyne', 'Amol Deshmane', 'Sheila Dobee', 'Gaurav Dwivedi', 'Christina Enneking', 'Bekka Fink']",English,6.8
0100014,139769,Liu jai yim taam (1990) ,"['Fantasy', 'Horror']","['female full frontal nudity', 'big breasts', 'hot', 'sexy', 'sexploitation']",Ngai Choi Lam,"['Amy Yip', 'Hitomi Kudô', 'So Man', 'Lap-Man Sinn', 'Chi Jan Ha', 'Manfred Wong', 'Gwa-Pau Sai', 'Wai-To Chan', 'Kiyoko Kamimura', 'Liang Chiang', 'Chung Lam']",Cantonese,5.7
1754736,139771,Chloe & Theo (2015) ,"['Comedy', 'Drama']","['reference to bruce lee', 'bruce lee poster', 'eskimo', 'narration', 'mime']",Ezna Sands,"['Theo Ikummaq', 'Dakota Johnson', 'Ashley Springer', 'André De Shields', 'Mira Sorvino', 'Michael Stiles', 'Jessica Anderson', 'Peter Henry Arnatsiaq', 'Christopher Backus', 'Lawrence Ballard', 'Brandon Boyd', 'DwVaughn Browne', 'Michelle Campbell', 'Quincy Chad', 'Lori Tan Chinn']",English,5.8
3369676,139773,The Burning Dead (2015) ,"['Action', 'Fantasy', 'Horror', 'Thriller']","['zombie', 'curse', 'volcano', 'lava', 'native american']",Rene Perez,"['Danny Trejo', 'Thomas Downey', 'Moniqua Plante', 'Nicole Carmela', 'Kevin Norman', 'Robert F. Lyons', 'Kyle T. Heffner', 'Julia Lehman', 'Tom Nagel', 'Jenny Lin', 'Adam Gregor', 'Robert Amstler', 'Matthew W. Tate', 'Morgan Lester', 'Jailene Arias']",English,2.2
2358456,139775,I Am Big Bird: The Caroll Spinney Story (2014) ,"['Documentary', 'Biography', 'Drama']","['sesame street', 'puppeteer', 'the muppets', 'puppetry']",Dave LaMattina,"['Jim Henson', 'Frank Oz', 'Jane Henson', 'Steve Whitmire', 'Caroll Spinney', 'Matt Vogel', 'Dave Goelz', 'Roscoe Orman', 'Alison Bartlett', 'Fran Brill', 'Sonia Manzano', 'Jerry Nelson', 'Eric Jacobson', 'Emilio Delgado', 'Joey Mazzarino']",English,7.5
2234536,139777,Forks Over Knives Presents: The Engine 2 Kitchen Rescue (2011) ,['Documentary'],['firefighter'],John Corry,['Rip Esselstyn'],English,6.6
3430042,139779,The Phoenix Project (2015) ,"['Drama', 'Sci-Fi']",['psychotronic film'],Tyler Graham Pavey,"['Corey Rieger', 'Andrew Simpson', 'David Pesta', 'Orson Ossman']",English,4.2
4604642,139783,Eugene Mirman: Vegan on His Way to the Complain Store (2015) ,['Comedy'],"['stand up comedy', 'tv special']",Bobcat Goldthwait,['Eugene Mirman'],English,7.1
0938706,139785,The Last Lullaby (2008) ,"['Drama', 'Mystery']","['woman with a gun', 'hired murderer', 'woman in jeopardy', 'pay phone', 'man wears a swimsuit']",Jeffrey Goodman,"['Tom Sizemore', 'Sasha Alexander', 'Sprague Grayden', 'Bill Smitrovich', 'Ray McKinnon', 'Omid Abtahi', 'Randall Batinkoff', 'Jerry Hardin', 'Smith Cho', 'Paul Rae', 'Ritchie Montgomery', 'Jason Konopisos-Alvarez', 'Jacob Tolano', 'Edrick Browne', 'Odessa Feaster']",English,6.3
0043533,139789,Filumena Marturano (1951) ,"['Comedy', 'Drama']",['based on play'],Eduardo De Filippo,"['Titina De Filippo', 'Eduardo De Filippo', 'Tamara Lees', 'Tina Pica', 'Carlo Pennetti', 'Gianni Musy', 'Aldo Giuffrè', 'Luigi De Filippo', 'Rosita Pisano', 'Domenico Modugno', 'Marina Campo Re', 'Vittoria Crispo', 'Pietro Carloni', 'Pamela Matthews', 'Francesco Penza']",Italian,7.6
0069816,139791,Book of Numbers (1973) ,"['Crime', 'Drama']","['numbers racket', 'waiter', 'arkansas', 'blaxploitation', 'gambling']",Raymond St. Jacques,"['Raymond St. Jacques', 'Philip Michael Thomas', 'Freda Payne', 'Hope Clarke', 'Gilbert Green', 'Frank DeSal', 'C.L. Williams', 'Sterling St. Jacques', ""D'Urville Martin"", 'Jerry Leon', 'Doug Finell', 'Willie Washington Jr.', 'Temie Mae Williams', 'Pauline Fernton', 'Ethel Marie Crawford']",English,6.8
0020980,139793,Hogaraka ni ayume (1930) ,"['Crime', 'Drama', 'Romance']","['golf', 'snooker', 'pickpocket', 'sister sister relationship', 'going straight']",Yasujirô Ozu,"['Minoru Takada', 'Hiroko Kawasaki', 'Satoko Date', 'Takeshi Sakamoto', 'Nobuko Matsuzono', 'Hisao Yoshitani', 'Teruo Môuri', 'Utako Suzuki', 'Kanji Kawahara', 'Kenji Kimura', 'Chishû Ryû']",None,6.4
0012253,139795,Hard Luck (1921) ,"['Short', 'Comedy']","['attempted suicide', 'armadillo', 'fox hunting', 'country club', 'swimming pool']",Edward F. Cline,"['Buster Keaton', 'Virginia Fox', 'Joe Roberts']",None,7.0
4184878,139797,Smosh: The Movie (2015) ,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']","['sucked into a television', 'youtube', 'high school reunion', 'wilhelm scream', 'animated sequence']",Alex Winter,"['Anthony Padilla', 'Ian Hecox', 'Jillian Nelson', 'Brittany Ross', 'Michael Ian Black', 'Steve Austin', 'Jenna Marbles', 'Harley Morenstein', 'Grace Helbig', 'Mark Fischbach', 'Peter Breitmayer', ""Kristen O'Meara"", 'Kevin Will', 'Kimmy Gatewood', 'Juliocesar Chavez']",English,3.3
0278723,139799,The Skulls II (2002) ,['Thriller'],"['secret', 'college', 'murder', 'girlfriend', 'death']",Joe Chappelle,"['Robin Dunne', 'Nathan West', 'Ashley Tesoro', 'Lindy Booth', 'James Gallanders', 'Christopher Ralph', 'Aaron Ashmore', 'Andrew Gillies', 'Stephen Young', 'Simon Reynolds', 'Ardon Bess', 'Sandi Ross', 'Margot Gagnon', 'Patric Masurkevitch', 'R.D. Reid']",English,4.6
0352851,139801,The Skulls III (2004) ,['Thriller'],"['secret society', 'college', 'gender discrimination', 'murder', 'nightmare']",J. Miles Dale,"['Clare Kramer', 'Bryce Johnson', 'Barry Bostwick', 'Steve Braun', 'Karl Pruner', 'Dean McDermott', 'Maria del Mar', 'Len Cariou', ""Brooke D'Orsay"", 'Shaun Sipos', 'Chris Trussell', 'David Purchase', 'Toby Proctor', 'Martha Burns', 'Alison Sealy-Smith']",English,4.7
2614860,139803,Marina (2013) ,"['Biography', 'Drama', 'Music', 'Romance']","['belgium', 'musician', 'accordion', 'male frontal nudity', 'male nudity']",Stijn Coninx,"['Luigi Lo Cascio', 'Donatella Finocchiaro', 'Matteo Simoni', 'Evelien Bosmans', 'Cristiaan Campagna', 'Marte Bosmans', 'Maité Redal', 'Warre Borgmans', 'Chris van den Durpel', 'Flor Decleir', 'Jobst Schnibbe', 'Mattias Van de Vijver', 'Landerik Boie', 'Federica Marinò', 'Pieter-Jan De Wyngaert']",Flemish,7.2
2873214,139805,Bad Turn Worse (2013) ,"['Crime', 'Drama', 'Thriller']","['go go dancer', 'cheating girlfriend', 'best friend', 'arson', 'stealing money']",Simon Hawkins,"['Mackenzie Davis', 'Logan Huffman', 'Jeremy Allen White', 'William Devane', 'Jon Gries', 'Mark Pellegrino', 'Erasmo Martinez', 'Ashley Adams', 'Kelly Kimball', 'Ty Adams', ""'Big Boo' Brett Mitchell"", 'Raul Gonzales', 'C.R. Marsh', 'Joyce Marsh', 'Debie Duprie']",English,5.5
3969972,139807,Firequake (2014) ,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']","['disaster film', 'disaster movie']",Geoff Browne,"['Alexandra Paul', 'Zoe Barker', 'Nigel Barber', 'James Weber Brown', 'Kicker Robinson', 'Kirsty Mitchell', 'Luke Cousins', 'Derek Morse', 'Terry Randall', 'Mariana Stansheva', 'Amy Dincuff', 'Gergana Stoyanova', 'Valentin Ganev', 'Hristo Balabanov', 'Jonas Talkington']",English,3.0
1157631,139811,Perro come perro (2008) ,['Thriller'],"['curse', ""plastic bag over one's head"", 'mobster', 'joke', 'violence']",Carlos Moreno,"['Marlon Moreno', 'Óscar Borda', 'Álvaro Rodríguez', 'Blas Jaramillo', 'Andres Toro', 'Julian Caicedo', 'Hansel Camacho', 'Paulina Rivas', 'Diego Quijano', 'Luis Ariel Martinez', 'Rodrigo Vélez', 'Hector Mejia', 'Harold Devasten', 'Guillermo Piedrahita', 'Gianina Arana']",Spanish,6.7
2233170,139813,Sand Castles (2014) ,"['Crime', 'Drama', 'Thriller']","['younger version of character', 'reference to charles dickens', 'hunt', 'feeding an animal', 'mental illness']",Clenet Verdi-Rose,"['Jordon Hodges', 'Anne Winters', 'Randy Spence', 'Saxon Trainor', 'Daniella Grace', 'Scott Jemison', 'Clint Howard', 'Jason Welden', 'John Newkirk', 'Joey Cipriano', 'Maggie Mae Fish', 'Richard Hackel', 'John D. Carver', 'Craig Lemons', 'Glendon Hobgood']",English,6.9
0108154,139815,Skeeter (1993) ,"['Action', 'Horror', 'Sci-Fi', 'Thriller']","['bare chested male', 'hairy chest', 'sculptor', 'blow torch', 'portable toilet']",Clark Brandon,"['Tracy Griffith', 'Jim Youngs', 'Charles Napier', 'Jay Robinson', 'William Sanderson', 'Michael J. Pollard', 'Eloy Casados', 'John Putch', 'Saxon Trainor', 'Stacy Edwards', 'John F. Goff', ""George 'Buck' Flower"", ""Michael D'Agosta"", 'Eric Lawson', 'Lindsay Fisher']",English,3.4
2371315,139817,Doors Open (2012) ,"['Crime', 'Drama']","['art gallery', 'based on novel']",Marc Evans,"['Douglas Henshall', 'Stephen Fry', 'Kenneth Collard', 'Lenora Crichlow', 'Brian McCardie', 'Elliot Cowan', 'Philip Whitchurch', 'Paul McCole', 'Jordan Young', 'Rab Affleck', 'Raymond Mearns', 'Gilly Gilchrist', 'Robin Laing', 'Niall Greig Fulton', 'Kenny Blyth']",English,5.7
1730697,139819,Hollywoo (2011) ,['Comedy'],"['los angeles california', 'hollywood california', 'france', 'one word title']",Frédéric Berthe,"['Florence Foresti', 'Jamel Debbouze', 'Nikki Deloach', 'Rakefet Abergel', 'Aurore Abraham', 'Luc Antoni', 'Grégoire Bonnet', 'Kaitlyn Black', 'Robert Bradvica', 'Jack Brand', 'Jeff Cahill', 'Diana Carr', 'Momo Casablanca', 'Vince Cefalu', 'Jérôme Commandeur']",English,5.0
0202055,139821,Vanaprastham (1999) ,['Drama'],['dancer'],Shaji N. Karun,"['Mohanlal', 'Suhasini', 'Mattanoor Shankara Marar', 'Kalamandalam Gopi', 'Venmani Haridas', 'Kukku Parameshwaram', 'Venmani Vishnu', 'Kalamandalam Kesavan', 'Sindhu Shyam', 'Bindu Panikkar', 'Keezhpatam Kumar Nair', 'Appukutty Poduval']",Malayalam,8.2
0031440,139823,Honeymoon in Bali (1939) ,"['Comedy', 'Music', 'Romance']","['girl', 'disrobing', 'visible midriff', 'superstition', 'xian']",Edward H. Griffith,"['Fred MacMurray', 'Madeleine Carroll', 'Allan Jones', 'Akim Tamiroff', 'Helen Broderick', 'Osa Massen', 'Carolyn Lee', 'Astrid Allwyn', 'Georgia Caine', 'John Qualen', 'Fritzi Brunette', 'William B. Davidson', 'Benny Bartlett']",English,6.4
0884335,139825,Chrysalis (2007) ,"['Crime', 'Drama', 'Sci-Fi', 'Thriller']","['erased memory', 'electrocution', 'electric torture', 'future', 'medical']",Julien Leclercq,"['Albert Dupontel', 'Marie Guillard', 'Marthe Keller', 'Mélanie Thierry', 'Claude Perron', 'Alain Figlarz', 'Smadi Wolfman', 'Patrick Bauchau', 'Guy Lecluyse', 'Cyril Lecomte', 'Francis Renaud', 'Manon Chevallier', 'Estelle Lefébure', 'Mika Cotellon', 'Andy King']",French,5.4
0417844,139827,Kampfansage - Der letzte Schüler (2005) ,"['Action', 'Sci-Fi']","['warlord', 'martial arts', 'muscleman', 'strongman', 'hand to hand combat']",Johannes Jaeger,"['Mathis Landwehr', 'Volkram Zschiesche', 'Christian Monz', 'Zora Holt', 'Sinta Weisz', 'Ygal Gleim', 'Ron Matz', 'Esther Schweins', 'Bela B.', 'Wolfgang Stegemann', 'The Anh Ngo', 'Stefan Volovinis', 'Alexis Volovinis', 'Max Luz', 'Ferdinand Fischer']",German,5.1
2129887,139829,Au bonheur des ogres (2013) ,"['Comedy', 'Drama']","['peeing in the sink', 'bomb', 'giraffe toy', 'giraffe', 'shopping center']",Nicolas Bary,"['Raphaël Personnaz', 'Bérénice Bejo', 'Guillaume de Tonquédec', 'Emir Kusturica', 'Thierry Neuvic', 'Mélanie Bernier', 'Dean Constantin', 'Marius Yelolo', 'Bruno Paviot', 'Alice Pol', 'Youssef Hajdi', 'Armande Boulanger', 'Adrien Ferran', 'Mathis Bour', 'Joël Demarty']",French,6.4
3538766,139831,Messi (2014) ,"['Documentary', 'Biography', 'Sport']","['soccer documentary', 'sports documentary', 'soccer', 'professional sports', 'professional sportsman']",Álex de la Iglesia,"['Johan Cruijff', 'Lionel Messi', 'Kike Domínguez', 'Álex García', 'Pere Gratacós', 'Andrés Iniesta', 'Xavier Llorens', 'Javier Mascherano', 'César Luis Menotti', 'Xavier Pérez Farguell', 'Gerard Piqué', 'José Manuel Pinto', 'Alejandro Sabella', 'Hugo Tocalli', 'Jorge Valdano']",Spanish,7.3
3317874,139835,Charlie's Farm (2014) ,"['Comedy', 'Horror']","['backwood slasher', 'farm', 'rotting corpse', 'running for your life', 'swimming in a pond']",Chris Sun,"['Tara Reid', 'Nathan Jones', 'Bill Moseley', 'Kane Hodder', 'Dean Kirkright', 'Madeleine Kennedy', 'Allira Jaques', 'Genna Chanelle Hayes', 'Trudi Ross', 'Cameron Caulfield', 'Dave Beamish', 'Sam Coward', 'Aimee Duroux', 'Justin Gerardin', 'Lindsay Edgecomb']",English,4.6
0102562,139837,Nu ji xie ren (1991) ,"['Action', 'Comedy', 'Crime', 'Romance', 'Sci-Fi', 'Thriller']","['rape', 'cult classic', 'mind transfer', 'nosebleed', 'undercover hooker']",Jamie Luk,"['Amy Yip', 'Chikako Aoyama', 'David Wu', 'Billy Chow', 'Yuet-Wah Au', 'Hoi-sing Cheung', 'Richard Edward', 'Ken Goodman', 'Efi Hetz', 'Wing-Hin Ho', 'Siu-dan Hui', 'Mark King', 'Chung Lam', 'Hin Ming Lee', 'Vincent Lyn']",Cantonese,5.8
0167945,139839,Mat to sing suk si 1997 (1997) ,"['Comedy', 'Fantasy', 'Romance']",[],Man Kei Chin,"['Chun Chung', 'Stephanie Fong', 'Christine Hung', 'Qi Shu', 'Elvis Tsui', 'Maggie Wong', 'Shu-Kei Wong', 'King-Tan Yuen']",Cantonese,5.8
0117575,139841,Sik ching nam lui (1996) ,"['Comedy', 'Drama']","['hot', 'sex scene', 'sexy', 'director', 'softcore']",Tung-Shing Yee,"['Leslie Cheung', 'Karen Mok', 'Qi Shu', 'Ching Wan Lau', ""Tung Cho 'Joe' Cheung"", 'Paul Chun', 'Ringo Fung', 'Vincent Kok', 'Kar-Ying Law', 'Gigo Lee', 'Margaret Leung', 'Ben Lok', 'Peter Ngor', 'Allen Ting', 'Elvis Tsui']",Cantonese,6.7
0420133,139843,R20 (2004) ,['Comedy'],"['sexual humor', 'sexual frustration', 'glory hole', 'erection', 'brothel']",Panagiotis Kravvas,"['Lakis Lazopoulos', 'Vassilis Haralambopoulos', 'Tania Tripi', 'Jenny Botsi', 'Anna Paitatzi', 'Nikos Tsoukas', 'Sofia Olympiou', 'Dimitris Asteriadis', 'Apostolis Totsikas', 'Dimitris Bikiropoulos', 'Mirka Papakonstantinou', 'Gerasimos Skiadaressis', 'Dimitris Starovas', 'Maria Antoulinaki', 'Thodoris Atheridis']",Greek,4.9
1649328,139845,Fit (1994) ,['Short'],[],Athina Rachel Tsangari,"['Lizzie Curry Martinez', 'Kenny Strickland']",English,6.4
3526706,139847,Chevalier (2015) ,"['Comedy', 'Drama']","['yacht', 'male full frontal nudity', 'nude swimming', 'skinny dipping', 'penis']",Athina Rachel Tsangari,"['Yiorgos Kendros', 'Panos Koronis', 'Vangelis Mourikis', 'Makis Papadimitriou', 'Yorgos Pirpassopoulos', 'Sakis Rouvas', 'Yannis Drakopoulos', 'Nikos Orfanos', 'Kostas Filippoglou', 'Nikolaos Mardakis', 'Ioannis Brigos', 'Nektarios Foteinatos', 'Katerina Vrana', 'Olia Lazaridou']",Greek,6.3
2386140,139849,The Capsule (2012) ,"['Short', 'Drama', 'Fantasy']","['female nudity', 'experimental film', 'surrealism', 'island', 'all female cast']",Athina Rachel Tsangari,"['Ariane Labed', 'Clémence Poésy', 'Isolda Dychauk', 'Evangelia Randou', 'Aurora Marion', 'Deniz Gamze Ergüven', 'Sofia Dona', 'Ying Gao', 'Aleksandra Waliszewska']",French,6.3
0269876,139851,The Slow Business of Going (2000) ,"['Adventure', 'Comedy']",['f rated'],Athina Rachel Tsangari,"['Lizzie Curry Martinez', 'Maria Tsantsanoglou', 'Gary Price', 'Kenny Strickland', 'Daniel Aukin', 'Sandra Carter', 'Mike Martin', 'Lauryn Pithey-Petrie', 'Steve Moore', 'Micah Magee', 'Gabriel R. Martinez', 'Suzanne Pinette', 'Gary Price', 'Mark Tweedy']",English,5.8
1808659,139853,Wasted Youth (2011) ,['Drama'],"['death of protagonist', 'wedding party', 'discotheque', 'dancing', 'cheating']",Argyris Papadimitropoulos,"['Haris Markou', 'Ieronymos Kaletsanos', 'Arthouros Kiviliov', 'Jason Wastor', 'Syllas Tzoumerkas', 'Maria Kyrozi', 'Maria Skoula', 'Marisha Triantafyllidou', 'Yannis Tsortekis', 'Yannis Economides', 'Themis Bazaka', 'Tania Savopoulou', 'Mihalis Alexakis', 'Eva Halkiadaki', 'Michalis Laios']",Greek,5.7
2401878,139855,Anomalisa (2015) ,"['Animation', 'Comedy', 'Drama', 'Romance']","['multiple characters voiced by same person', 'one night stand', 'stop motion animation', 'hotel room', 'sex in hotel room']",Duke Johnson,"['David Thewlis', 'Jennifer Jason Leigh', 'Tom Noonan']",English,7.3
4005402,139857,Colonia (2015) ,"['Biography', 'Drama', 'History', 'Romance', 'Thriller']","['cult', 'torture', 'chile', 'escape', 'secret prison']",Florian Gallenberger,"['Emma Watson', 'Daniel Brühl', 'Michael Nyqvist', 'Richenda Carey', 'Vicky Krieps', 'Jeanne Werner', 'Julian Ovenden', 'August Zirner', 'Martin Wuttke', 'Nicolás Barsoff', 'Steve Karier', 'Stefan Merki', 'Lucila Gandolfo', 'Johannes Allmayer', 'Gilles Soeder']",English,7.1
3017864,139859,Ghost in the Shell Arise: Border 2 - Ghost Whisper (2013) ,"['Animation', 'Action', 'Sci-Fi', 'Thriller']",['ova'],Atsushi Takeuchi,"['Maaya Sakamoto', 'Ikkyu Juku', ""Ken'ichirô Matsuda"", 'Tomoyuki Dan', 'Takurou Nakakuni', 'Yôji Ueda', 'Kazuya Nakai', 'Miyuki Sawashiro', 'Ikuya Sawaki', 'Takako Fuji', 'Tetsuo Gotô', 'Madoka Shiga', 'Haruo Satô', 'Ryûichi Kijima', 'Yuka Keicho']",Japanese,7.3
3579524,139861,Ghost in the Shell Arise: Border 3 - Ghost Tears (2014) ,"['Animation', 'Action', 'Sci-Fi']",['ova'],Kazuchika Kise,"['Maaya Sakamoto', 'Ikkyu Juku', ""Ken'ichirô Matsuda"", 'Tarusuke Shingaki', 'Shunsuke Sakuya', 'Takurou Nakakuni', 'Yôji Ueda', 'Kazuya Nakai', 'Miyuki Sawashiro', 'Tatsuhisa Suzuki', 'Aya Hisakawa', 'Chad Horii', 'Mayumi Asano', 'Ai Kayano', 'Yuka Keicho']",Japanese,7.2
4016942,139863,Ghost in the Shell Arise: Border 4 - Ghost Stands Alone (2014) ,"['Animation', 'Action', 'Sci-Fi']",['ova'],Susumu Kudo,"['Maaya Sakamoto', 'Ikkyu Juku', ""Ken'ichirô Matsuda"", 'Tarusuke Shingaki', 'Shunsuke Sakuya', 'Takurou Nakakuni', 'Yôji Ueda', 'Kazuya Nakai', 'Miyuki Sawashiro', 'Ai Kayano', 'Kenshô Ono', 'Mayumi Asano', 'Takanori Hoshino', 'Yasuhiro Mamiya', 'Kenji Nojima']",Japanese,7.2
